ID,Sport,League,Home,Away,Time,Odds Count
basketball:warriors:mavericks:20260123,basketball,NBA,Warriors,Mavericks,2026-01-23 00:30:00,2
basketball:washington state cougars:san francisco dons:20260117,basketball,College Basketball,Washington State Cougars,San Francisco Dons,2026-01-17 05:00:00,2
basketball:washington state cougars:san francisco dons:20260119,basketball,College Basketball,Washington State Cougars,San Francisco Dons,2026-01-19 00:00:00,6
basketball:west virginia mountaineers:cincinnati bearcats w:20260118,basketball,College Women's Basketball,West Virginia Mountaineers,Cincinnati Bearcats (W),2026-01-18 19:00:00,2
basketball:wichita state shockers:south florida bulls:20260118,basketball,College Basketball,Wichita State Shockers,South Florida Bulls,2026-01-18 19:00:00,6
basketball:xavier musketeers:clemson tigers:20251123,basketball,College Basketball,Xavier Musketeers,Clemson Tigers,2025-11-23 05:00:00,2
basketball:xavier musketeers:creighton bluejays w:20260121,basketball,College Women's Basketball,Xavier Musketeers,Creighton Bluejays (W),2026-01-21 00:00:00,2
basketball:yale bulldogs:cornell big red w:20260119,basketball,College Women's Basketball,Yale Bulldogs,Cornell Big Red (W),2026-01-19 19:00:00,2
basketball:zhejiang golden bulls:shenzhen leopards:20260120,basketball,Chinese CBA,Zhejiang Golden Bulls,Shenzhen Leopards,2026-01-20 11:35:00,2
basketball:zhejiang lions:qingdao eagles:20260119,basketball,Chinese CBA,Zhejiang Lions,Qingdao Eagles,2026-01-19 11:35:00,2
cricket:bpl chattogram challengers:durbar rajshahi game 1 most sixes:20260116,cricket,Cricket Bangladesh,BPL: Chattogram Challengers,Durbar Rajshahi (Game 1) - Most Sixes,2026-01-16 13:00:00,4
cricket:bpl chattogram challengers:durbar rajshahi game 1 team top batter:20260116,cricket,Cricket Bangladesh,BPL: Chattogram Challengers,Durbar Rajshahi (Game 1) - Team Top Batter,2026-01-16 13:00:00,4
cricket:bpl chattogram challengers:durbar rajshahi game 1 toss match double:20260116,cricket,Cricket Bangladesh,BPL: Chattogram Challengers,Durbar Rajshahi (Game 1) - Toss Match Double,2026-01-16 13:00:00,4
cricket:bpl durdanto dhaka:chattogram challengers game 1 most sixes:20260117,cricket,Cricket Bangladesh,BPL: Durdanto Dhaka,Chattogram Challengers (Game 1) - Most Sixes,2026-01-17 12:00:00,4
cricket:bpl durdanto dhaka:chattogram challengers game 1 team top batter:20260117,cricket,Cricket Bangladesh,BPL: Durdanto Dhaka,Chattogram Challengers (Game 1) - Team Top Batter,2026-01-17 12:00:00,4
cricket:bpl durdanto dhaka:chattogram challengers game 1 toss match double:20260117,cricket,Cricket Bangladesh,BPL: Durdanto Dhaka,Chattogram Challengers (Game 1) - Toss Match Double,2026-01-17 12:00:00,4
cricket:bpl durdanto dhaka:chattogram challengers game 1:20260117,cricket,Cricket Bangladesh,BPL: Durdanto Dhaka,Chattogram Challengers (Game 1),2026-01-17 12:00:00,4
cricket:international odi india:new zealand game 3 team top batter:20260118,cricket,Cricket International,International ODI: India,New Zealand (Game 3) - Team Top Batter,2026-01-18 08:00:00,4
cricket:international odi india:new zealand game 3:20260118,cricket,Cricket International,International ODI: India,New Zealand (Game 3),2026-01-18 08:00:00,4
cricket:international odi sri lanka:england game 1 team top batter:20260122,cricket,Cricket International,International ODI: Sri Lanka,England (Game 1) - Team Top Batter,2026-01-22 04:00:00,4
cricket:international odi sri lanka:england game 1:20260122,cricket,Cricket International,International ODI: Sri Lanka,England (Game 1),2026-01-22 04:00:00,4
cricket:international odi sri lanka:england game 2 team top batter:20260124,cricket,Cricket International,International ODI: Sri Lanka,England (Game 2) - Team Top Batter,2026-01-24 04:00:00,4
cricket:international odi sri lanka:england game 2:20260124,cricket,Cricket International,International ODI: Sri Lanka,England (Game 2),2026-01-24 04:00:00,4
cricket:international t20 series india:new zealand game 1 most sixes:20260121,cricket,Cricket International,International T20 Series: India,New Zealand (Game 1) - Most Sixes,2026-01-21 13:30:00,4
cricket:international t20 series india:new zealand game 1 team top batter:20260121,cricket,Cricket International,International T20 Series: India,New Zealand (Game 1) - Team Top Batter,2026-01-21 13:30:00,4
cricket:international t20 series india:new zealand game 1 toss match double:20260121,cricket,Cricket International,International T20 Series: India,New Zealand (Game 1) - Toss Match Double,2026-01-21 13:30:00,4
cricket:international t20 series india:new zealand game 1:20260121,cricket,Cricket International,International T20 Series: India,New Zealand (Game 1),2026-01-21 13:30:00,4
cricket:international t20 series india:new zealand game 2 most sixes:20260123,cricket,Cricket International,International T20 Series: India,New Zealand (Game 2) - Most Sixes,2026-01-23 13:30:00,4
cricket:international t20 series india:new zealand game 2 team top batter:20260123,cricket,Cricket International,International T20 Series: India,New Zealand (Game 2) - Team Top Batter,2026-01-23 13:30:00,4
cricket:international t20 series india:new zealand game 2 toss match double:20260123,cricket,Cricket International,International T20 Series: India,New Zealand (Game 2) - Toss Match Double,2026-01-23 13:30:00,4
